Title,Link,Type,Module
"INQ000191208 - Notes from the Children's Commissioner for Wales titled CCfW matters arising 10/06/2020 to 16/06/2020, undated.",https://covid19.public-inquiry.uk/documents/inq000191208-notes-from-the-childrens-commissioner-for-wales-titled-ccfw-matters-arising-10-06-2020-to-16-06-2020-undated/,Type:Evidence,Module:Module 2B
"INQ000147267 - Email from NHS Staff to Dr Quentin Sandifer (Executive Director, Public Health Wales), regarding nCoV board update, dated 31/01/2020",https://covid19.public-inquiry.uk/documents/inq000147267-email-from-nhs-staff-to-dr-quentin-sandifer-executive-director-public-health-wales-regarding-ncov-board-update-dated-31-01-2020/,Type:Evidence,Module:Module 2B
"INQ000066418 - Report from Technical Advisory Group, titled summary of advice, dated 05/05/2020.",https://covid19.public-inquiry.uk/documents/inq000066418-report-from-technical-advisory-group-titled-summary-of-advice-dated-05-05-2020/,Type:Evidence,Module:Module 2B
"INQ000215171 - Minutes of the COVID 19 Core Group meeting, regarding the spread of the virus, dated 11/03/2020.",https://covid19.public-inquiry.uk/documents/inq000215171-minutes-of-the-covid-19-core-group-meeting-regarding-the-spread-of-the-virus-dated-11-03-2020/,Type:Evidence,Module:Module 2B
"INQ000227479 - Script for First Minister's press conference regarding preparations and advice to the public, dated 02/03/2020.",https://covid19.public-inquiry.uk/documents/inq000227479-script-for-first-ministers-press-conference-regarding-preparations-and-advice-to-the-public-dated-02-03-2020/,Type:Evidence,Module:Module 2B
"INQ000181739 - Statement by Heléna Herklots CBE, Older People’s Commissioner for Wales, titled action needed to protect older people and workers in care homes in Wales, undated.",https://covid19.public-inquiry.uk/documents/inq000181739-statement-by-helena-herklots-cbe-older-peoples-commissioner-for-wales-titled-action-needed-to-protect-older-people-and-workers-in-care-homes-in-wales-undated-2/,Type:Evidence,Module:Module 2B
"INQ000227915 - Minutes of the Finance Sub Group of the Partnership Council for Wales meeting, Chaired by Julie James (Minister for Housing & Local Government), regarding finance minister's update, dated 02/11/2020.",https://covid19.public-inquiry.uk/documents/inq000227915-minutes-of-the-finance-sub-group-of-the-partnership-council-for-wales-meeting-chaired-by-julie-james-minister-for-housing-local-government-regarding-finance-ministers-update-dat/,Type:Evidence,Module:Module 2B
"INQ000182389 - Email from Andrew Goodall (NHS Wales Chief Executive) to Jo-Anne Danies (Director Mental Health Vulnerable Groups and NHS Governance/Director Test, Trace, Protect) regarding coordination, dated 21/03/2020.",https://covid19.public-inquiry.uk/documents/inq000182389-email-from-andrew-goodall-nhs-wales-chief-executive-to-jo-anne-danies-director-mental-health-vulnerable-groups-and-nhs-governance-director-test-trace-protect-regarding-coordinatio/,Type:Evidence,Module:Module 2B
"INQ000224573 - Witness Statement of Bruce Adamson, Former Children and Young People's Commissioner Scotland, dated 24/07/2023.",https://covid19.public-inquiry.uk/documents/inq000224573-witness-statement-of-bruce-adamson-former-children-and-young-peoples-commissioner-scotland-dated-24-07-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000361394 - Additional supplemental witness statement of Public Health Scotland, dated 23/10/2023.",https://covid19.public-inquiry.uk/documents/inq000361394-additional-supplemental-witness-statement-of-public-health-scotland-dated-23-10-2023-2/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000348720 - Addendum witness statement of Joe Griffin, on behalf of the Director General Strategy and External Affairs, dated 26/10/2023.",https://covid19.public-inquiry.uk/documents/inq000348720-addendum-witness-statement-of-joe-griffin-on-behalf-of-the-director-general-strategy-and-external-affairs-dated-26-10-2023-2/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000362632 - Witness Statement of Joe Griffin, Director General Strategy and External Affairs, Scottish Government, dated 06/12/2023.",https://covid19.public-inquiry.uk/documents/inq000362632-witness-statement-of-joe-griffin-director-general-strategy-and-external-affairs-scottish-government-dated-06-12-2023-2/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000216655 - Witness Statement of Ken Thomson, Director General Strategy and External Affairs, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000216655-witness-statement-of-ken-thomson-director-general-strategy-and-external-affairs-dated-23-06-2023-2/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000216651 - Witness Statement of Joe Griffin, Director General Education and Justice, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000216651-witness-statement-of-joe-griffin-director-general-education-and-justice-dated-23-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000216653 - Witness Statement of Alyson Stafford, Director General Scottish Exchequer, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000216653-witness-statement-of-alyson-stafford-director-general-scottish-exchequer-dated-23-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215495 - Witness Statement of Ken Thomson, on behalf of the Director General Strategy and External Affairs, dated 22/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215495-witness-statement-of-ken-thomson-on-behalf-of-the-director-general-strategy-and-external-affairs-dated-22-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215480 - Witness Statement of Joe Griffin, Director General Education and Justice, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215480-witness-statement-of-joe-griffin-director-general-education-and-justice-dated-23-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215497 - Witness Statement of Roy Brannen, Director General Net Zero, dated 21/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215497-witness-statement-of-roy-brannen-director-general-net-zero-dated-21-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215484 - Witness Statement of Alyson Stafford, Director General Scottish Exchequer, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215484-witness-statement-of-alyson-stafford-director-general-scottish-exchequer-dated-23-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215482 - Witness Statement of Louise Macdonald, Director General Communities, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215482-witness-statement-of-louise-macdonald-director-general-communities-dated-23-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215478 - Witness Statement of Gregor Irwin, Director General Economy, dated 19/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215478-witness-statement-of-gregor-irwin-director-general-economy-dated-19-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000215472 - Witness Statement of Louise Macdonald, Director General of Communities, dated 23/06/2023.",https://covid19.public-inquiry.uk/documents/inq000215472-witness-statement-of-louise-macdonald-director-general-of-communities-dated-23-06-2023/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000360032 - News Article from BBC News titled Covid in Scotland: 'No plans' for compulsory vaccination, dated 22/11/2020.",https://covid19.public-inquiry.uk/documents/inq000360032-news-article-from-bbc-news-titled-covid-in-scotland-no-plans-for-compulsory-vaccination-dated-22-11-2020/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000360255 - News article from BBC Sport titled Crowds 'could' return to Scottish football by the start of next season - Prof Jason Leitch, dated 30/01/2021.",https://covid19.public-inquiry.uk/documents/inq000360255-news-article-from-bbc-sport-titled-crowds-could-return-to-scottish-football-by-the-start-of-next-season-prof-jason-leitch-dated-30-01-2021/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000357478 - Webpage from the BBC news website titled Coronavirus: Spain quarantine rule 'disappointing but needed', dated 26/07/2020. [Publicly Available]",https://covid19.public-inquiry.uk/documents/inq000357478-webpage-from-the-bbc-news-website-titled-coronavirus-spain-quarantine-rule-disappointing-but-needed-dated-26-07-2020-publicly-available/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000357880 - Article from BBC News website, titled Sturgeon_ Not time to panic over new Covid variant, dated 26/11/2021.",https://covid19.public-inquiry.uk/documents/inq000357880-article-from-bbc-news-website-titled-sturgeon_-not-time-to-panic-over-new-covid-variant-dated-26-11-2021/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000357465 - Webpage from the BBC news website titled Coronavirus: Scottish government suggests covering face in shops, dated 28/04/2020.",https://covid19.public-inquiry.uk/documents/inq000357465-webpage-from-the-bbc-news-website-titled-coronavirus-scottish-government-suggests-covering-face-in-shops-dated-28-04-2020/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000357522 - Webpage from the BBC news website titled Covid in Scotland: Cases doubling weekly after restrictions eased, dated 30/08/2021.",https://covid19.public-inquiry.uk/documents/inq000357522-webpage-from-the-bbc-news-website-titled-covid-in-scotland-cases-doubling-weekly-after-restrictions-eased-dated-30-08-2021/,"Type:Evidence, Witness Statement",Module:Module 2A
"INQ000357812 - News article from the BBC titled Nicola Sturgeon: Indyref2 timetable is realistic despite Covid, dated 10/09/2021.",https://covid19.public-inquiry.uk/documents/inq000357812-news-article-from-the-bbc-titled-nicola-sturgeon-indyref2-timetable-is-realistic-despite-covid-dated-10-09-2021/,Type:Evidence,Module:Module 2A
"INQ000357604 - Article from BBC News titled Covid in Scotland: New guidance for shops and hospitality venues regarding an a bid to reduce transmission, dated 16/12/2021.",https://covid19.public-inquiry.uk/documents/inq000357604-article-from-bbc-news-titled-covid-in-scotland-new-guidance-for-shops-and-hospitality-venues-regarding-an-a-bid-to-reduce-transmission-dated-16-12-2021/,Type:Evidence,Module:Module 2A
"INQ000357751 - News article from the BBC titled Covid: Omicron now dominant virus variant in Scotland, dated 17/12/2021.",https://covid19.public-inquiry.uk/documents/inq000357751-news-article-from-the-bbc-titled-covid-omicron-now-dominant-virus-variant-in-scotland-dated-17-12-2021/,Type:Evidence,Module:Module 2A
"INQ000357668 - News Article from BBC News, titled Covid in Scotland: Senior pupils to wear masks in class at level 3 and 4, dated 30/10/2020.",https://covid19.public-inquiry.uk/documents/inq000357668-news-article-from-bbc-news-titled-covid-in-scotland-senior-pupils-to-wear-masks-in-class-at-level-3-and-4-dated-30-10-2020/,Type:Evidence,Module:Module 2A
"INQ000357762 - News article from the BBC titled Covid: Scotland's R number falls for first time in four weeks, dated 23/04/2021.",https://covid19.public-inquiry.uk/documents/inq000357762-news-article-from-the-bbc-titled-covid-scotlands-r-number-falls-for-first-time-in-four-weeks-dated-23-04-2021/,Type:Evidence,Module:Module 2A
"INQ000357790 - News article from the BBC titled High school pupils in Scotland to wear face coverings from 31 August , dated 25/08/2020.",https://covid19.public-inquiry.uk/documents/inq000357790-news-article-from-the-bbc-titled-high-school-pupils-in-scotland-to-wear-face-coverings-from-31-august-dated-25-08-2020/,Type:Evidence,Module:Module 2A
"INQ000357778 - News article from the BBC titled Face coverings compulsory on public transport, dated 22/06/2020.",https://covid19.public-inquiry.uk/documents/inq000357778-news-article-from-the-bbc-titled-face-coverings-compulsory-on-public-transport-dated-22-06-2020/,Type:Evidence,Module:Module 2A
"INQ000359963 - Article from Scottish Government website, titled additional measures - 8 October 2020, dated 8/10/2020.",https://covid19.public-inquiry.uk/documents/inq000359963-article-from-scottish-government-website-titled-additional-measures-8-october-2020-dated-8-10-2020/,Type:Evidence,Module:Module 2A
"INQ000357791 - News article from the BBC titled Hogmanay events cancelled as Covid rules tightened, dated 21/12/2021.",https://covid19.public-inquiry.uk/documents/inq000357791-news-article-from-the-bbc-titled-hogmanay-events-cancelled-as-covid-rules-tightened-dated-21-12-2021/,Type:Evidence,Module:Module 2A
"INQ000357884 - Article from Scottish Government website, titled Testing expansion, dated 1/5/2020.",https://covid19.public-inquiry.uk/documents/inq000357884-article-from-scottish-government-website-titled-testing-expansion-dated-1-5-2020/,Type:Evidence,Module:Module 2A
"INQ000357846 - News article from BBC titled Scotland still has highest Covid infection rate in the UK, dated 17/09/2021.",https://covid19.public-inquiry.uk/documents/inq000357846-news-article-from-bbc-titled-scotland-still-has-highest-covid-infection-rate-in-the-uk-dated-17-09-2021/,Type:Evidence,Module:Module 2A
"INQ000360297 - Article published on BBC News website, titled NHS board tells patients not to go to A&E unless 'life-threatening', dated 23/10/2021.",https://covid19.public-inquiry.uk/documents/inq000360297-article-published-on-bbc-news-website-titled-nhs-board-tells-patients-not-to-go-to-ae-unless-life-threatening-dated-23-10-2021/,Type:Evidence,Module:Module 2A
"INQ000360298 - Article published on BBC News website, titled NHS Borders 'busier than any of the busiest winters', dated 10/09/2021.",https://covid19.public-inquiry.uk/documents/inq000360298-article-published-on-bbc-news-website-titled-nhs-borders-busier-than-any-of-the-busiest-winters-dated-10-09-2021/,Type:Evidence,Module:Module 2A
"INQ000360304 - Article published on BBC News website, titled Nicola Sturgeon 'cannot turn a blind eye' to Rangers crowds, dated 09/03/2021.",https://covid19.public-inquiry.uk/documents/inq000360304-article-published-on-bbc-news-website-titled-nicola-sturgeon-cannot-turn-a-blind-eye-to-rangers-crowds-dated-09-03-2021/,Type:Evidence,Module:Module 2A
"INQ000360305 - Article published on BBC News website, titled Nicola Sturgeon 'sorry' over Scottish exam results, dated 10/08/2020.",https://covid19.public-inquiry.uk/documents/inq000360305-article-published-on-bbc-news-website-titled-nicola-sturgeon-sorry-over-scottish-exam-results-dated-10-08-2020/,Type:Evidence,Module:Module 2A
"INQ000360308 - Scottish Daily Express article titled Nicola Sturgeon's Covid care home policy DID 'cause harm' says Jason Leitch - but he has no regrets, dated 23/03/2023.",https://covid19.public-inquiry.uk/documents/inq000360308-scottish-daily-express-article-titled-nicola-sturgeons-covid-care-home-policy-did-cause-harm-says-jason-leitch-but-he-has-no-regrets-dated-23-03-2023/,Type:Evidence,Module:Module 2A
"INQ000366026 - SILC Statement on NHS and rights of Disabled people, dated 17/04/2020.",https://covid19.public-inquiry.uk/documents/inq000366026-silc-statement-on-nhs-and-rights-of-disabled-people-dated-17-04-2020/,Type:Evidence,Module:Module 2A
"INQ000274156 - Witness Statement of Reg Kilpatrick, Director General of the Covid Recovery and Local Government Directorate, former Director General for Covid Crisis Coordination and Local Government and former Director of Local Government Directorate, dated 14/12/2023.",https://covid19.public-inquiry.uk/documents/inq000274156-witness-statement-of-reg-kilpatrick-director-general-of-the-covid-recovery-and-local-government-directorate-former-director-general-for-covid-crisis-coordination-and-local-government/,Type:Evidence,Module:Module 2A
"INQ000273741 - Third Witness Statement provided by Dr Chris Llewelyn on behalf of the Welsh Local Government Association, dated 06/09/2023.",https://covid19.public-inquiry.uk/documents/inq000273741-third-witness-statement-provided-by-dr-chris-llewelyn-on-behalf-of-the-welsh-local-government-association-dated-06-09-2023/,Type:Evidence,Module:Module 2A
"INQ000228421 - Briefing from Welsh Local Government Association titled WLGA Leaders briefing for the enforcement meeting with the First Minister, dated 05/08/2020.",https://covid19.public-inquiry.uk/documents/inq000228421-briefing-from-welsh-local-government-association-titled-wlga-leaders-briefing-for-the-enforcement-meeting-with-the-first-minister-dated-05-08-2020/,Type:Evidence,Module:Module 2A
"INQ000180916_0002-0003 - Joint Statement from Wales Trades Union Congress and British Medical Association Cymru on PPE in Health and Social Care, dated 12/04/2020.",https://covid19.public-inquiry.uk/documents/inq000180916_0002-0003-joint-statement-from-wales-trades-union-congress-and-british-medical-association-cymru-on-ppe-in-health-and-social-care-dated-12-04-2020/,Type:Evidence,Module:Module 2B
"INQ000147258 - Advisory note from Public Health Wales to the Chief Medical Officer for Wales titled possible next steps in COVID-19 response, dated 12/10/2020.",https://covid19.public-inquiry.uk/documents/inq000147258-advisory-note-from-public-health-wales-to-the-chief-medical-officer-for-wales-titled-possible-next-steps-in-covid-19-response-dated-12-10-2020/,Type:Evidence,Module:Module 2B
"INQ000273633 - Witness Statement provided by Shavanah Taj on behalf of Wales Trades Union Congress, dated 08/09/2023.",https://covid19.public-inquiry.uk/documents/inq000273633-witness-statement-provided-by-shavanah-taj-on-behalf-of-wales-trades-union-congress-dated-08-09-2023/,Type:Evidence,Module:Module 2B
"INQ000227810 - Written statement by Vaughan Gething (Minister for Health and Social Services) on behalf of the Welsh Government titled Wuhan novel coronavirus, dated 24/01/2020.",https://covid19.public-inquiry.uk/documents/inq000227810-written-statement-by-vaughan-gething-minister-for-health-and-social-services-on-behalf-of-the-welsh-government-titled-wuhan-novel-coronavirus-dated-24-01-2020/,Type:Evidence,Module:Module 2B
"INQ000147264_0004 - Report by Dr Quentin Sandifer (Executive Director, Public Health Wales) and Andrew Jones (Deputy Director of Public Health Services/Director of Integrated Health Protection), regarding update on actions being taken in response to Wuhan novel coronavirus (WN-CoV), dated 22/01/2020.",https://covid19.public-inquiry.uk/documents/inq000147264_0004-report-by-dr-quentin-sandifer-executive-director-public-health-wales-and-andrew-jones-deputy-director-of-public-health-services-director-of-integrated-health-protection-regar/,Type:Evidence,Module:Module 2B
"INQ000267867- Witness Statement of Dr Quentin Sandifer OBE, Consultant Adviser for Pandemic and International Health at Public Health Wales, former Executive Director for Public Health Services and Medical Director at Public Health Wales, dated 04/09/2023.",https://covid19.public-inquiry.uk/documents/inq000267867-witness-statement-of-dr-quentin-sandifer-obe-consultant-adviser-for-pandemic-and-international-health-at-public-health-wales-former-executive-director-for-public-health-services-and-me/,Type:Evidence,Module:Module 2B
"INQ000255778 - Emails between Andrew Jones (Deputy Director of Public Health Services and Director of Integrated Health Protection, Public Health Wales), Dr Quentin Sandifer (Executive Director, Public Health Wales), Dr Giri Shanker (Professional Lead Consultant for Health Protection) and colleagues, regarding the operation of ECC(W), dated 03/03/2020.",https://covid19.public-inquiry.uk/documents/inq000255778-emails-between-andrew-jones-deputy-director-of-public-health-services-and-director-of-integrated-health-protection-public-health-wales-dr-quentin-sandifer-executive-director-publi/,Type:Evidence,Module:Module 2B
"INQ000410950 - Witness Statement provided by Dr Chris Llewelyn on behalf of the Welsh Local Government Association, dated 02/02/2024.",https://covid19.public-inquiry.uk/documents/inq000410950-witness-statement-provided-by-dr-chris-llewelyn-on-behalf-of-the-welsh-local-government-association-dated-02-02-2024/,Type:Evidence,Module:Module 2B
"INQ000292585 - Witness statement provided by Reg Kilpatrick on behalf of the Welsh Government’s Local Government Directorate, dated 03/10/2023.",https://covid19.public-inquiry.uk/documents/inq000292585-witness-statement-provided-by-reg-kilpatrick-on-behalf-of-the-welsh-governments-local-government-directorate-dated-03-10-2023/,Type:Evidence,Module:Module 2B
"INQ000331038_0001 & 0018 - Dylan Hughes' WhatsApp messages from Coronavirus Legal Hotline, dated between 09/04/2020 and 15/06/2021.",https://covid19.public-inquiry.uk/documents/inq000331038_0001-0018-dylan-hughes-whatsapp-messages-from-coronavirus-legal-hotline-dated-between-09-04-2020-and-15-06-2021/,Type:Evidence,Module:Module 2B
"INQ000147256_0001 - Letter from Sir Frank Atherton (Chief Medical Officer / Medical Director, NHS Wales), Dr Andrew Goodall (Director General Health & Social Services / NHS Wales Chief Executive Health and Social Services Group) and Reg Kilpatrick (Director, Local Government) to Health Board Chief Executives, regarding Local Containment Plans: Welsh Government Feedback, dated 21/09/2020.",https://covid19.public-inquiry.uk/documents/inq000147256_0001-letter-from-sir-frank-atherton-chief-medical-officer-medical-director-nhs-wales-dr-andrew-goodall-director-general-health-social-services-nhs-wales-chief-executive-healt/,Type:Evidence,Module:Module 2B
"INQ000362241 - Supplementary witness statement provided by Reg Kilpatrick on behalf of the Welsh Government, dated 01/12/2023.",https://covid19.public-inquiry.uk/documents/inq000362241-supplementary-witness-statement-provided-by-reg-kilpatrick-on-behalf-of-the-welsh-government-dated-01-12-2023/,Type:Evidence,Module:Module 2B
"INQ000252016_0001 -0002, 0005-0007 - Minutes of the Public Health Wales / Welsh Government update meeting, regarding 2019 - nCoV (coronavirus), dated 26 January 2020.",https://covid19.public-inquiry.uk/documents/inq000252016_0001-0002-0005-0007-minutes-of-the-public-health-wales-welsh-government-update-meeting-regarding-2019-ncov-coronavirus-dated-26-january-2020/,Type:Evidence,Module:Module 2B
"INQ000068472 - Statement from the Workforce Partnership Council health trade unions, regarding PPE, testing, public transport, and changes to staff roles, pay and hours, undated.",https://covid19.public-inquiry.uk/documents/inq000068472-statement-from-the-workforce-partnership-council-health-trade-unions-regarding-ppe-testing-public-transport-and-changes-to-staff-roles-pay-and-hours-undated/,Type:Evidence,Module:Module 2B
"INQ000321228_0003 - Minutes of the Civil Contingencies Group meeting, regarding the latest position on Coronavirus and prepardness and planning, dated 18/02/2020.",https://covid19.public-inquiry.uk/documents/inq000321228_0003-minutes-of-the-civil-contingencies-group-meeting-regarding-the-latest-position-on-coronavirus-and-prepardness-and-planning-dated-18-02-2020/,Type:Evidence,Module:Module 2B
"INQ000089874 - Minutes of the Chief Executives' Teleconference, Chaired by Dr Chris Llewellyn (WLGA Chief Executive), regarding update on education, transport, finance, social service and other matters, dated 20/03/2020.",https://covid19.public-inquiry.uk/documents/inq000089874-minutes-of-the-chief-executives-teleconference-chaired-by-dr-chris-llewellyn-wlga-chief-executive-regarding-update-on-education-transport-finance-social-service-and-other-matter/,Type:Evidence,Module:Module 2B
"INQ000180894_0001 - Letter from Shavanah Taj (Acting General Secretary, Wales Trades Union Congress, Cymru) to Julie Morgan (Deputy Minister for Health and Social Services, Welsh Government), dated 19/05/2020.",https://covid19.public-inquiry.uk/documents/inq000180894_0001-letter-from-shavanah-taj-acting-general-secretary-wales-trades-union-congress-cymru-to-julie-morgan-deputy-minister-for-health-and-social-services-welsh-government-dated-19/,Type:Evidence,Module:Module 2B
"INQ000321239 - Minutes of the Civil Contingencies Group Meeting, Chaired by Reg Kilpatrick, regarding the latest position on Coronavirus and prepardness and planning, dated 04/02/2020.",https://covid19.public-inquiry.uk/documents/inq000321239-minutes-of-the-civil-contingencies-group-meeting-chaired-by-reg-kilpatrick-regarding-the-latest-position-on-coronavirus-and-prepardness-and-planning-dated-04-02-2020/,Type:Evidence,Module:Module 2B
"INQ000068460_0006-0007 - Report from Wales Trades Union Congress Equality Committee titled equality impact of Covid 19, dated 20/04/2020.",https://covid19.public-inquiry.uk/documents/inq000068460_0006-0007-report-from-wales-trades-union-congress-equality-committee-titled-equality-impact-of-covid-19-dated-20-04-2020/,Type:Evidence,Module:Module 2B
"INQ000147259_0001 - 0003 - Email from Dr Giri Shanker (Professional Lead Consultant for Health Protection) to Dr Quentin Sandifer (Executive Director, Public Health Wales) and others, regarding undiagnosed respiratory illness in Wuhan, China, dated 09/01/2020.",https://covid19.public-inquiry.uk/documents/inq000147259_0001-0003-email-from-dr-giri-shanker-professional-lead-consultant-for-health-protection-to-dr-quentin-sandifer-executive-director-public-health-wales-and-others-regarding-undiag/,Type:Evidence,Module:Module 2B
"INQ000320718 - Report from Scientific Advisory Group for Emergencies titled NSRA pandemic influenza planning assumptions compared with Covid-19, dated 12/02/2020.",https://covid19.public-inquiry.uk/documents/inq000320718-report-from-scientific-advisory-group-for-emergencies-titled-nsra-pandemic-influenza-planning-assumptions-compared-with-covid-19-dated-12-02-2020/,Type:Evidence,Module:Module 2B
"INQ000089872 - Emails between Daniel Hurford (Head of Policy (Improvement and Governance), Welsh Local Government Association) and Welsh Government official regarding engagement between Welsh Government and local government during Covid-19, dated 23/10/2020.",https://covid19.public-inquiry.uk/documents/inq000089872-emails-between-daniel-hurford-head-of-policy-improvement-and-governance-welsh-local-government-association-and-welsh-government-official-regarding-engagement-between-welsh-governme/,Type:Evidence,Module:Module 2B
"INQ000147260_0002-0003 - Advisory note from Public Health Wales to the Chief Medical Officer for Wales, titled possible next steps in COVID-19 response, dated 24/10/2020.",https://covid19.public-inquiry.uk/documents/inq000147260_0002-0003-advisory-note-from-public-health-wales-to-the-chief-medical-officer-for-wales-titled-possible-next-steps-in-covid-19-response-dated-24-10-2020/,Type:Evidence,Module:Module 2B
"INQ000187578_0019 - Draft report from pan wales Covid-19 lessons management project board titled lessons identified register, dated 03/03/2023.",https://covid19.public-inquiry.uk/documents/inq000187578_0019-draft-report-from-pan-wales-covid-19-lessons-management-project-board-titled-lessons-identified-register-dated-03-03-2023/,Type:Evidence,Module:Module 2B
"INQ000320719 - Email chain between Reg Kilpatrick (Director of Local Government), David Goulding (Directorate of Health Policy, Health and Social Services Group), Frank Atherton (Chief Medical Officer for Wales) and others, dated 13/02/20.",https://covid19.public-inquiry.uk/documents/inq000320719-email-chain-between-reg-kilpatrick-director-of-local-government-david-goulding-directorate-of-health-policy-health-and-social-services-group-frank-atherton-chief-medical-officer/,Type:Evidence,Module:Module 2B
"INQ000068458 - Letter from Shavanah Taj (General Secretary, Wales Trades Union Congress, Cymru) to Mark Drakeford (First Minister of Wales), regarding Wales Trades Union Congress immediate priorities in response to Coronavirus, dated 14 March 2020.",https://covid19.public-inquiry.uk/documents/inq000068458-letter-from-shavanah-taj-general-secretary-wales-trades-union-congress-cymru-to-mark-drakeford-first-minister-of-wales-regarding-wales-trades-union-congress-immediate-priorities/,Type:Evidence,Module:Module 2B
"INQ000252365_0001 - Email from Andrew Jones (Deputy Director of Public Health Services) to Dr Quentin Sandifer (Executive Director of Public Health Services / Medical Director) and colleagues, regarding PHE modelling work, dated 29/02/2020.",https://covid19.public-inquiry.uk/documents/inq000252365_0001-email-from-andrew-jones-deputy-director-of-public-health-services-to-dr-quentin-sandifer-executive-director-of-public-health-services-medical-director-and-colleagues-regardi/,Type:Evidence,Module:Module 2B
"INQ000147262_0001-0002 - Briefing from Public Health Wales titled pneumonia associated with a novel coronavirus, Wuhan, China, dated 10/01/2020.",https://covid19.public-inquiry.uk/documents/inq000147262_0001-0002-briefing-from-public-health-wales-titled-pneumonia-associated-with-a-novel-coronavirus-wuhan-china-dated-10-01-2020/,Type:Evidence,Module:Module 2B
"INQ000147267_0002 - Email from NHS Staff to Dr Quentin Sandifer (Executive Director, Public Health Wales), regarding nCoV board update, dated 31/01/2020",https://covid19.public-inquiry.uk/documents/inq000147267_0002-email-from-nhs-staff-to-dr-quentin-sandifer-executive-director-public-health-wales-regarding-ncov-board-update-dated-31-01-2020/,Type:Evidence,Module:Module 2B
"INQ000320919 - Email chain between Reg Kilpatrick (Director for Local Government, Welsh Government), Simon Brindle (Director of Covid Recovery and Restart, Welsh Government) and Welsh Government colleages, regarding CMO incident & outbreak briefing dated between 02/09/2020 and 04/09/2020.",https://covid19.public-inquiry.uk/documents/inq000320919-email-chain-between-reg-kilpatrick-director-for-local-government-welsh-government-simon-brindle-director-of-covid-recovery-and-restart-welsh-government-and-welsh-government-colle/,Type:Evidence,Module:Module 2B
"INQ000147246 - Briefing from Public Health Wales titled Covid-19 as a 'major (health) incident': Points to consider, dated 11/03/2020.",https://covid19.public-inquiry.uk/documents/inq000147246-briefing-from-public-health-wales-titled-covid-19-as-a-major-health-incident-points-to-consider-dated-11-03-2020/,Type:Evidence,Module:Module 2B
"INQ000321234_0002 & 0003 - Minutes of the Covid-19 Meeting, Chaired by Minister for Health and Social Services, regarding updates from Chief Scientific Advisor for Health and Welsh Government Director of Local Government, undated.",https://covid19.public-inquiry.uk/documents/inq000321234_0002-0003-minutes-of-the-covid-19-meeting-chaired-by-minister-for-health-and-social-services-regarding-updates-from-chief-scientific-advisor-for-health-and-welsh-government-director/,Type:Evidence,Module:Module 2B
"INQ000066397_0002 - Report from Technical Advisory Cell titled Summary of Advice, dated 09/10/2020.",https://covid19.public-inquiry.uk/documents/inq000066397_0002-report-from-technical-advisory-cell-titled-summary-of-advice-dated-09-10-2020-2/,Type:Evidence,Module:Module 2B
"INQ000147265_0001 - 0002 - Briefing from Public Health Wales titled update on Wuhan novel coronavirus (WN-CoV), dated 23/01/2020.",https://covid19.public-inquiry.uk/documents/inq000147265_0001-0002-briefing-from-public-health-wales-titled-update-on-wuhan-novel-coronavirus-wn-cov-dated-23-01-2020/,Type:Evidence,Module:Module 2B
"INQ000147245 - Email from David Goulding (Health Emergency Planning Adviser, Directorate of Health Policy, Public Health Division) to Dr Quentin Sandifer (Executive Director, Public Health Wales) and colleagues, regarding Wuhan coronavirus daily national meeting, dated 24/01/2020.",https://covid19.public-inquiry.uk/documents/inq000147245-email-from-david-goulding-health-emergency-planning-adviser-directorate-of-health-policy-public-health-division-to-dr-quentin-sandifer-executive-director-public-health-wales-and/,Type:Evidence,Module:Module 2B
